Country,League,Season,Round,Date,Time,Home,Away,HG,AG,HxG,AxG,HExpG+,AExpG+,Res,PSCH,PSCD,PSCA
China,Super League,2026,9,2026-05-01,11:35,Tianjin Jinmen Tiger,Wuhan Three Towns,2.0,2.0,,,,,D,,,
China,Super League,2026,9,2026-05-01,12:00,Shanghai Shenhua,Chengdu Rongcheng,2.0,3.0,,,,,A,,,
China,Super League,2026,9,2026-05-02,11:00,Qingdao Hainiu,Shanghai Port,3.0,1.0,,,,,H,,,
China,Super League,2026,9,2026-05-02,11:35,Zhejiang Professional,Shenzhen Xinpengcheng,2.0,1.0,,,,,H,,,
China,Super League,2026,9,2026-05-02,12:00,Yunnan Yukun,Beijing Guoan,3.0,3.0,,,,,D,,,
China,Super League,2026,10,2026-05-05,11:00,Qingdao West Coast,Tianjin Jinmen Tiger,1.0,1.0,,,,,D,,,
China,Super League,2026,10,2026-05-05,11:35,Liaoning Tieren,Chengdu Rongcheng,0.0,1.0,,,,,A,,,
China,Super League,2026,10,2026-05-05,11:35,Shandong Taishan,Shanghai Shenhua,4.0,1.0,,,,,H,,,
China,Super League,2026,10,2026-05-05,12:00,Chongqing Tonglianglong,Henan Songshan Longmen,1.0,1.0,,,,,D,,,
China,Super League,2026,10,2026-05-06,11:00,Wuhan Three Towns,Qingdao Hainiu,1.0,3.0,,,,,A,,,
China,Super League,2026,10,2026-05-06,11:35,Beijing Guoan,Dalian Yingbo,3.0,0.0,,,,,H,,,
China,Super League,2026,10,2026-05-06,11:35,Shanghai Port,Shenzhen Xinpengcheng,1.0,1.0,,,,,D,,,
China,Super League,2026,10,2026-05-06,12:00,Yunnan Yukun,Zhejiang Professional,1.0,2.0,,,,,A,,,
China,Super League,2026,11,2026-05-09,11:35,Shanghai Shenhua,Chongqing Tonglianglong,2.0,2.0,,,,,D,,,
China,Super League,2026,11,2026-05-09,12:00,Chengdu Rongcheng,Henan Songshan Longmen,3.0,0.0,,,,,H,,,
China,Super League,2026,11,2026-05-10,09:30,Qingdao West Coast,Wuhan Three Towns,1.0,1.0,,,,,D,,,
China,Super League,2026,11,2026-05-10,10:00,Shenzhen Xinpengcheng,Shandong Taishan,1.0,2.0,,,,,A,,,
China,Super League,2026,11,2026-05-10,11:00,Liaoning Tieren,Yunnan Yukun,1.0,2.0,,,,,A,,,
China,Super League,2026,11,2026-05-10,11:35,Beijing Guoan,Shanghai Port,2.0,2.0,,,,,D,,,
China,Super League,2026,11,2026-05-10,11:35,Zhejiang Professional,Tianjin Jinmen Tiger,1.0,1.0,,,,,D,,,
China,Super League,2026,11,2026-05-10,12:00,Qingdao Hainiu,Dalian Yingbo,3.0,1.0,,,,,H,,,
China,Super League,2026,12,2026-05-15,11:35,Henan Songshan Longmen,Shenzhen Xinpengcheng,1.0,0.0,,,,,H,,,
China,Super League,2026,12,2026-05-15,11:35,Shanghai Port,Zhejiang Professional,2.0,2.0,,,,,D,,,
China,Super League,2026,12,2026-05-15,11:35,Tianjin Jinmen Tiger,Chengdu Rongcheng,1.0,2.0,,,,,A,,,
China,Super League,2026,12,2026-05-15,12:00,Beijing Guoan,Qingdao Hainiu,4.0,2.0,,,,,H,,,
China,Super League,2026,12,2026-05-15,12:00,Dalian Yingbo,Qingdao West Coast,2.0,3.0,,,,,A,,,
China,Super League,2026,12,2026-05-16,11:00,Wuhan Three Towns,Liaoning Tieren,2.0,2.0,,,,,D,,,
China,Super League,2026,12,2026-05-16,11:35,Shandong Taishan,Chongqing Tonglianglong,3.0,1.0,,,,,H,,,
China,Super League,2026,12,2026-05-16,12:00,Yunnan Yukun,Shanghai Shenhua,1.0,0.0,,,,,H,,,
China,Super League,2026,13,2026-05-19,11:35,Shenzhen Xinpengcheng,Dalian Yingbo,1.0,1.0,,,,,D,,,
China,Super League,2026,13,2026-05-19,11:35,Tianjin Jinmen Tiger,Henan Songshan Longmen,1.0,2.0,,,,,A,,,
China,Super League,2026,13,2026-05-19,12:00,Chengdu Rongcheng,Shanghai Port,0.0,1.0,,,,,A,,,
China,Super League,2026,13,2026-05-19,12:00,Qingdao West Coast,Beijing Guoan,1.0,1.0,,,,,D,,,
China,Super League,2026,13,2026-05-20,11:00,Liaoning Tieren,Qingdao Hainiu,2.0,1.0,,,,,H,,,
China,Super League,2026,13,2026-05-20,11:35,Shanghai Shenhua,Wuhan Three Towns,2.0,2.0,,,,,D,,,
China,Super League,2026,13,2026-05-20,12:00,Chongqing Tonglianglong,Yunnan Yukun,0.0,0.0,,,,,D,,,
China,Super League,2026,13,2026-05-20,12:00,Zhejiang Professional,Shandong Taishan,4.0,1.0,,,,,H,,,
China,Super League,2026,14,2026-05-23,11:00,Shanghai Port,Tianjin Jinmen Tiger,1.0,1.0,,,,,D,,,
China,Super League,2026,14,2026-05-23,11:35,Beijing Guoan,Henan Songshan Longmen,1.0,2.0,,,,,A,,,
China,Super League,2026,14,2026-05-23,12:00,Dalian Yingbo,Chengdu Rongcheng,2.0,0.0,,,,,H,,,
China,Super League,2026,14,2026-05-24,09:00,Qingdao Hainiu,Chongqing Tonglianglong,0.0,1.0,,,,,A,,,
China,Super League,2026,14,2026-05-24,11:00,Yunnan Yukun,Qingdao West Coast,2.0,3.0,,,,,A,,,
China,Super League,2026,14,2026-05-24,11:35,Shandong Taishan,Wuhan Three Towns,3.0,3.0,,,,,D,,,
China,Super League,2026,14,2026-05-24,11:35,Zhejiang Professional,Liaoning Tieren,0.0,5.0,,,,,A,,,
China,Super League,2026,14,2026-05-24,12:00,Shanghai Shenhua,Shenzhen Xinpengcheng,1.0,2.0,,,,,A,,,
China,Super League,2026,15,2026-05-29,11:35,Liaoning Tieren,Shanghai Port,3.0,2.0,,,,,H,,,
China,Super League,2026,15,2026-05-30,10:00,Qingdao West Coast,Shanghai Shenhua,2.0,2.0,,,,,D,,,
China,Super League,2026,15,2026-05-30,11:00,Henan Songshan Longmen,Zhejiang Professional,0.0,2.0,,,,,A,,,
China,Super League,2026,15,2026-05-30,11:35,Chengdu Rongcheng,Shandong Taishan,1.0,0.0,,,,,H,,,
China,Super League,2026,15,2026-05-30,12:00,Chongqing Tonglianglong,Beijing Guoan,2.0,3.0,,,,,A,,,
China,Super League,2026,15,2026-05-30,12:00,Shenzhen Xinpengcheng,Qingdao Hainiu,3.0,2.0,,,,,H,,,
China,Super League,2026,15,2026-05-31,11:00,Tianjin Jinmen Tiger,Dalian Yingbo,1.0,0.0,,,,,H,,,
China,Super League,2026,15,2026-05-31,11:35,Wuhan Three Towns,Yunnan Yukun,1.0,1.0,,,,,D,,,
China,Super League,2026,16,2026-06-26,11:35,Qingdao Hainiu,Yunnan Yukun,4.0,2.0,,,,,H,,,
China,Super League,2026,16,2026-06-27,11:00,Liaoning Tieren,Shandong Taishan,1.0,5.0,,,,,A,,,
China,Super League,2026,16,2026-06-27,11:35,Henan Songshan Longmen,Shanghai Port,1.0,2.0,,,,,A,,,
China,Super League,2026,16,2026-06-27,11:35,Shenzhen Xinpengcheng,Chengdu Rongcheng,2.0,3.0,,,,,A,,,
China,Super League,2026,16,2026-06-27,12:00,Beijing Guoan,Wuhan Three Towns,1.0,0.0,,,,,H,,,
China,Super League,2026,16,2026-06-27,12:00,Chongqing Tonglianglong,Tianjin Jinmen Tiger,1.0,0.0,,,,,H,,,
China,Super League,2026,16,2026-06-28,10:00,Qingdao West Coast,Zhejiang Professional,,,,,,,,,,
China,Super League,2026,16,2026-06-28,11:00,Dalian Yingbo,Shanghai Shenhua,,,,,,,,,,
China,Super League,2026,17,2026-07-03,12:00,Yunnan Yukun,Henan Songshan Longmen,,,,,,,,,,
China,Super League,2026,17,2026-07-04,11:00,Liaoning Tieren,Chongqing Tonglianglong,,,,,,,,,,
China,Super League,2026,17,2026-07-04,11:00,Qingdao West Coast,Shanghai Port,,,,,,,,,,
China,Super League,2026,17,2026-07-04,11:35,Beijing Guoan,Shandong Taishan,,,,,,,,,,
China,Super League,2026,17,2026-07-04,11:35,Dalian Yingbo,Wuhan Three Towns,,,,,,,,,,
China,Super League,2026,17,2026-07-04,12:00,Tianjin Jinmen Tiger,Shenzhen Xinpengcheng,,,,,,,,,,
China,Super League,2026,17,2026-07-05,11:00,Qingdao Hainiu,Chengdu Rongcheng,,,,,,,,,,
China,Super League,2026,17,2026-07-05,11:35,Shanghai Shenhua,Zhejiang Professional,,,,,,,,,,
China,Super League,2026,18,2026-07-10,11:35,Shandong Taishan,Yunnan Yukun,,,,,,,,,,
China,Super League,2026,18,2026-07-11,11:00,Wuhan Three Towns,Henan Songshan Longmen,,,,,,,,,,
China,Super League,2026,18,2026-07-11,11:00,Zhejiang Professional,Qingdao Hainiu,,,,,,,,,,
China,Super League,2026,18,2026-07-11,11:35,Shanghai Shenhua,Beijing Guoan,,,,,,,,,,
China,Super League,2026,18,2026-07-11,11:35,Shenzhen Xinpengcheng,Qingdao West Coast,,,,,,,,,,
China,Super League,2026,18,2026-07-11,12:00,Chengdu Rongcheng,Chongqing Tonglianglong,,,,,,,,,,
China,Super League,2026,18,2026-07-12,11:00,Tianjin Jinmen Tiger,Liaoning Tieren,,,,,,,,,,
China,Super League,2026,18,2026-07-12,11:35,Shanghai Port,Dalian Yingbo,,,,,,,,,,
China,Super League,2026,19,2026-07-17,11:35,Beijing Guoan,Liaoning Tieren,,,,,,,,,,
China,Super League,2026,19,2026-07-17,11:35,Henan Songshan Longmen,Qingdao Hainiu,,,,,,,,,,
China,Super League,2026,19,2026-07-17,12:00,Yunnan Yukun,Shanghai Port,,,,,,,,,,
China,Super League,2026,19,2026-07-18,11:00,Chongqing Tonglianglong,Zhejiang Professional,,,,,,,,,,
China,Super League,2026,19,2026-07-18,11:00,Qingdao West Coast,Chengdu Rongcheng,,,,,,,,,,
China,Super League,2026,19,2026-07-18,11:35,Dalian Yingbo,Shandong Taishan,,,,,,,,,,
China,Super League,2026,19,2026-07-18,11:35,Shanghai Shenhua,Tianjin Jinmen Tiger,,,,,,,,,,
China,Super League,2026,19,2026-07-18,12:00,Wuhan Three Towns,Shenzhen Xinpengcheng,,,,,,,,,,
China,Super League,2026,20,2026-07-25,09:30,Qingdao Hainiu,Tianjin Jinmen Tiger,,,,,,,,,,
China,Super League,2026,20,2026-07-25,11:35,Liaoning Tieren,Qingdao West Coast,,,,,,,,,,
China,Super League,2026,20,2026-07-25,11:35,Shanghai Port,Shanghai Shenhua,,,,,,,,,,
China,Super League,2026,20,2026-07-25,12:00,Wuhan Three Towns,Chongqing Tonglianglong,,,,,,,,,,
China,Super League,2026,20,2026-07-26,11:00,Yunnan Yukun,Shenzhen Xinpengcheng,,,,,,,,,,
China,Super League,2026,20,2026-07-26,11:35,Chengdu Rongcheng,Beijing Guoan,,,,,,,,,,
China,Super League,2026,20,2026-07-26,11:35,Shandong Taishan,Henan Songshan Longmen,,,,,,,,,,
China,Super League,2026,20,2026-07-26,12:00,Zhejiang Professional,Dalian Yingbo,,,,,,,,,,
China,Super League,2026,21,2026-07-31,11:35,Henan Songshan Longmen,Dalian Yingbo,,,,,,,,,,
China,Super League,2026,21,2026-08-01,11:00,Tianjin Jinmen Tiger,Yunnan Yukun,,,,,,,,,,
China,Super League,2026,21,2026-08-01,11:35,Beijing Guoan,Zhejiang Professional,,,,,,,,,,
China,Super League,2026,21,2026-08-01,11:35,Shanghai Port,Shandong Taishan,,,,,,,,,,
China,Super League,2026,21,2026-08-01,12:00,Chengdu Rongcheng,Wuhan Three Towns,,,,,,,,,,
China,Super League,2026,21,2026-08-01,12:00,Shenzhen Xinpengcheng,Chongqing Tonglianglong,,,,,,,,,,
China,Super League,2026,21,2026-08-02,10:00,Qingdao West Coast,Qingdao Hainiu,,,,,,,,,,
China,Super League,2026,21,2026-08-02,11:35,Liaoning Tieren,Shanghai Shenhua,,,,,,,,,,
China,Super League,2026,22,2026-08-07,11:35,Beijing Guoan,Shenzhen Xinpengcheng,,,,,,,,,,
China,Super League,2026,22,2026-08-08,11:00,Qingdao Hainiu,Shanghai Shenhua,,,,,,,,,,
China,Super League,2026,22,2026-08-08,11:35,Dalian Yingbo,Liaoning Tieren,,,,,,,,,,
China,Super League,2026,22,2026-08-08,11:35,Zhejiang Professional,Wuhan Three Towns,,,,,,,,,,
China,Super League,2026,22,2026-08-08,12:00,Yunnan Yukun,Chengdu Rongcheng,,,,,,,,,,
China,Super League,2026,22,2026-08-09,11:00,Henan Songshan Longmen,Qingdao West Coast,,,,,,,,,,
China,Super League,2026,22,2026-08-09,11:35,Chongqing Tonglianglong,Shanghai Port,,,,,,,,,,
China,Super League,2026,22,2026-08-09,12:00,Shandong Taishan,Tianjin Jinmen Tiger,,,,,,,,,,
China,Super League,2026,23,2026-08-14,11:35,Shandong Taishan,Qingdao Hainiu,,,,,,,,,,
China,Super League,2026,23,2026-08-14,11:35,Wuhan Three Towns,Shanghai Port,,,,,,,,,,
China,Super League,2026,23,2026-08-14,12:00,Qingdao West Coast,Chongqing Tonglianglong,,,,,,,,,,
China,Super League,2026,23,2026-08-15,11:00,Liaoning Tieren,Shenzhen Xinpengcheng,,,,,,,,,,
China,Super League,2026,23,2026-08-15,11:35,Tianjin Jinmen Tiger,Beijing Guoan,,,,,,,,,,
China,Super League,2026,23,2026-08-15,11:35,Zhejiang Professional,Chengdu Rongcheng,,,,,,,,,,
China,Super League,2026,23,2026-08-15,12:00,Shanghai Shenhua,Henan Songshan Longmen,,,,,,,,,,
China,Super League,2026,23,2026-08-15,12:00,Yunnan Yukun,Dalian Yingbo,,,,,,,,,,
China,Super League,2026,24,2026-08-22,11:00,Wuhan Three Towns,Tianjin Jinmen Tiger,,,,,,,,,,
China,Super League,2026,24,2026-08-22,11:35,Chengdu Rongcheng,Shanghai Shenhua,,,,,,,,,,
China,Super League,2026,24,2026-08-22,11:35,Shenzhen Xinpengcheng,Zhejiang Professional,,,,,,,,,,
China,Super League,2026,24,2026-08-22,12:00,Beijing Guoan,Yunnan Yukun,,,,,,,,,,
China,Super League,2026,24,2026-08-22,12:00,Qingdao West Coast,Shandong Taishan,,,,,,,,,,
China,Super League,2026,24,2026-08-23,11:00,Liaoning Tieren,Henan Songshan Longmen,,,,,,,,,,
China,Super League,2026,24,2026-08-23,11:35,Shanghai Port,Qingdao Hainiu,,,,,,,,,,
China,Super League,2026,24,2026-08-23,12:00,Chongqing Tonglianglong,Dalian Yingbo,,,,,,,,,,
China,Super League,2026,25,2026-08-28,11:35,Dalian Yingbo,Beijing Guoan,,,,,,,,,,
China,Super League,2026,25,2026-08-28,12:00,Shenzhen Xinpengcheng,Shanghai Port,,,,,,,,,,
China,Super League,2026,25,2026-08-29,09:00,Qingdao Hainiu,Wuhan Three Towns,,,,,,,,,,
China,Super League,2026,25,2026-08-29,11:00,Tianjin Jinmen Tiger,Qingdao West Coast,,,,,,,,,,
China,Super League,2026,25,2026-08-29,11:00,Zhejiang Professional,Yunnan Yukun,,,,,,,,,,
China,Super League,2026,25,2026-08-29,11:35,Chengdu Rongcheng,Liaoning Tieren,,,,,,,,,,
China,Super League,2026,25,2026-08-29,11:35,Shanghai Shenhua,Shandong Taishan,,,,,,,,,,
China,Super League,2026,25,2026-08-29,12:00,Henan Songshan Longmen,Chongqing Tonglianglong,,,,,,,,,,
China,Super League,2026,26,2026-09-05,11:00,Wuhan Three Towns,Qingdao West Coast,,,,,,,,,,
China,Super League,2026,26,2026-09-05,11:35,Dalian Yingbo,Qingdao Hainiu,,,,,,,,,,
China,Super League,2026,26,2026-09-05,11:35,Shanghai Port,Beijing Guoan,,,,,,,,,,
China,Super League,2026,26,2026-09-05,12:00,Shandong Taishan,Shenzhen Xinpengcheng,,,,,,,,,,
China,Super League,2026,26,2026-09-06,11:00,Chongqing Tonglianglong,Shanghai Shenhua,,,,,,,,,,
China,Super League,2026,26,2026-09-06,11:35,Henan Songshan Longmen,Chengdu Rongcheng,,,,,,,,,,
China,Super League,2026,26,2026-09-06,11:35,Yunnan Yukun,Liaoning Tieren,,,,,,,,,,
China,Super League,2026,26,2026-09-06,12:00,Tianjin Jinmen Tiger,Zhejiang Professional,,,,,,,,,,
China,Super League,2026,27,2026-10-09,11:35,Shenzhen Xinpengcheng,Henan Songshan Longmen,,,,,,,,,,
China,Super League,2026,27,2026-10-09,12:00,Zhejiang Professional,Shanghai Port,,,,,,,,,,
China,Super League,2026,27,2026-10-10,11:35,Chengdu Rongcheng,Tianjin Jinmen Tiger,,,,,,,,,,
China,Super League,2026,27,2026-10-10,11:35,Shanghai Shenhua,Yunnan Yukun,,,,,,,,,,
China,Super League,2026,27,2026-10-10,12:00,Qingdao Hainiu,Beijing Guoan,,,,,,,,,,
China,Super League,2026,27,2026-10-11,10:00,Qingdao West Coast,Dalian Yingbo,,,,,,,,,,
China,Super League,2026,27,2026-10-11,11:35,Chongqing Tonglianglong,Shandong Taishan,,,,,,,,,,
China,Super League,2026,27,2026-10-11,11:35,Liaoning Tieren,Wuhan Three Towns,,,,,,,,,,
China,Super League,2026,28,2026-10-16,11:35,Henan Songshan Longmen,Tianjin Jinmen Tiger,,,,,,,,,,
China,Super League,2026,28,2026-10-17,11:00,Dalian Yingbo,Shenzhen Xinpengcheng,,,,,,,,,,
China,Super League,2026,28,2026-10-17,11:35,Qingdao Hainiu,Liaoning Tieren,,,,,,,,,,
China,Super League,2026,28,2026-10-17,11:35,Yunnan Yukun,Chongqing Tonglianglong,,,,,,,,,,
China,Super League,2026,28,2026-10-17,12:00,Shandong Taishan,Zhejiang Professional,,,,,,,,,,
China,Super League,2026,28,2026-10-18,10:00,Wuhan Three Towns,Shanghai Shenhua,,,,,,,,,,
China,Super League,2026,28,2026-10-18,11:00,Beijing Guoan,Qingdao West Coast,,,,,,,,,,
China,Super League,2026,28,2026-10-18,12:00,Shanghai Port,Chengdu Rongcheng,,,,,,,,,,
China,Super League,2026,29,2026-10-24,07:30,Chengdu Rongcheng,Dalian Yingbo,,,,,,,,,,
China,Super League,2026,29,2026-10-24,07:30,Chongqing Tonglianglong,Qingdao Hainiu,,,,,,,,,,
China,Super League,2026,29,2026-10-24,07:30,Henan Songshan Longmen,Beijing Guoan,,,,,,,,,,
China,Super League,2026,29,2026-10-24,07:30,Liaoning Tieren,Zhejiang Professional,,,,,,,,,,
China,Super League,2026,29,2026-10-24,07:30,Qingdao West Coast,Yunnan Yukun,,,,,,,,,,
China,Super League,2026,29,2026-10-24,07:30,Shenzhen Xinpengcheng,Shanghai Shenhua,,,,,,,,,,
China,Super League,2026,29,2026-10-24,07:30,Tianjin Jinmen Tiger,Shanghai Port,,,,,,,,,,
China,Super League,2026,29,2026-10-24,07:30,Wuhan Three Towns,Shandong Taishan,,,,,,,,,,
China,Super League,2026,30,2026-11-08,07:30,Beijing Guoan,Chongqing Tonglianglong,,,,,,,,,,
China,Super League,2026,30,2026-11-08,07:30,Dalian Yingbo,Tianjin Jinmen Tiger,,,,,,,,,,
China,Super League,2026,30,2026-11-08,07:30,Qingdao Hainiu,Shenzhen Xinpengcheng,,,,,,,,,,
China,Super League,2026,30,2026-11-08,07:30,Shandong Taishan,Chengdu Rongcheng,,,,,,,,,,
China,Super League,2026,30,2026-11-08,07:30,Shanghai Port,Liaoning Tieren,,,,,,,,,,
China,Super League,2026,30,2026-11-08,07:30,Shanghai Shenhua,Qingdao West Coast,,,,,,,,,,
China,Super League,2026,30,2026-11-08,07:30,Yunnan Yukun,Wuhan Three Towns,,,,,,,,,,
China,Super League,2026,30,2026-11-08,07:30,Zhejiang Professional,Henan Songshan Longmen,,,,,,,,,,
